"Sample","Dilution","Count","CFU_Count","Cq","Quantity","CFU_TaqMan","Date_Collected","Collected_By"
"ZH_2","N5",NA,NA,"24.902752023234335",27.3943472381689,9551724.97844104,"20241015","ZH"
"ZH_2","N5.1",NA,NA,"24.605247453491543",32.6409436698643,11381082.1721981,"20241015","ZH"
"ZH_2","N5.1",NA,NA,"24.710212067790657",30.684053350661,10698763.3719181,"20241015","ZH"
"ZH_2","N5.1",NA,NA,"24.902752023234335",27.3943472381689,9551724.97844104,"20241015","ZH"
"ZH_2","N5.2",NA,NA,"24.605247453491543",32.6409436698643,11381082.1721981,"20241015","ZH"
"ZH_2","N5.2",NA,NA,"24.710212067790657",30.684053350661,10698763.3719181,"20241015","ZH"
"ZH_2","N5.2",NA,NA,"24.902752023234335",27.3943472381689,9551724.97844104,"20241015","ZH"
"ZH_3","N3",NA,NA,"23.83461709150587",51.3913660003112,17918886.3320471,"20241015","ZH"
"ZH_3","N3",NA,NA,"23.508618434370653",62.2702639243513,21712086.4450318,"20241015","ZH"
"ZH_3","N3",NA,NA,"23.555766236812595",60.5647997719914,21117433.6722425,"20241015","ZH"
"ZH_3","N3.1",NA,NA,"23.83461709150587",51.3913660003112,17918886.3320471,"20241015","ZH"
"ZH_3","N3.1",NA,NA,"23.508618434370653",62.2702639243513,21712086.4450318,"20241015","ZH"
"ZH_3","N3.1",NA,NA,"23.555766236812595",60.5647997719914,21117433.6722425,"20241015","ZH"
